Alias	Title	BioSample Used	Library Name	Library Source	Library Selection	Library Strategy	Library Construction Protocol	Instrument	Spot Type	Nominal Length	Nominal Stev	Spot Length
			dog-food-rbcL	METAGENOMIC	PCR	AMPLICON		Illumina MiSeq	paired (FR)	440		602
